conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,Kartendaten zusammentragen,released,skill/competence,cross-sector,,Zusammentragen und Erhalten von Kartenressourcen und Kartendaten.,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,Sammeln von Informationen aus physikalischen oder elektronischen Quellen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,Datenanalyse durchführen,released,skill/competence,cross-sector,,"Erhebung von Daten und Statistiken zum Testen und Bewerten, um Aussagen und Musterprognosen zu erstellen, mit dem Ziel, nützliche Informationen in einem Entscheidungsprozess zu finden.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"Verwaltung, Sammlung und Speicherung digitaler Daten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (Computerprogrammierung),released,knowledge,sector-specific,,"Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in Prolog.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,Computerprogrammierung | Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,Gestaltungsprozess,released,skill/competence,cross-sector,Konstruktionsprozess | Designprozess | Prozessgestaltung | Entwurfsprozess | Gestaltungsprozeß,"Ermittlung der Arbeitsabläufe und der Ressourcenanforderungen für einen bestimmten Prozess unter Verwendung verschiedener Instrumente, wie Prozesssimulationssoftware, Flussdiagramme und Modelle.",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,Entwurf von Systemen und Produkten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,logische Programmierung verwenden,released,skill/competence,sector-specific,,"Nutzung spezieller IKT-Werkzeuge zur Erstellung von Computer-Code, der sich aus einer Reihe von Sätzen in logischer Form zusammensetzt, Angabe von Regeln und Fakten zu einem bestimmten Problembereich. Verwenden von Programmiersprachen, die diese Methode unterstützen, z. B. Prolog, Answer Set Programming und Datalog.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,Programmierung von Computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a,Anforderungen in visuelle Gestaltung übertragen,released,skill/competence,cross-sector,,"Entwicklung visueller Gestaltung von bestimmten Spezifikationen und Anforderungen auf der Grundlage der Analyse des Umfangs und der Zielgruppe. Erstellen einer visuellen Darstellung von Ideen, wie Logos, Webgrafiken, digitalen Spielen und Layouts.
	",http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96 | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,Computergrafiken entwerfen | Künstlerische Gestaltung oder Darbietungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,Datenprozesse etablieren,released,skill/competence,sector-specific,Datenprozesse einführen | Datenmanipulationsverfahren etablieren | Datenprozesse entwickeln | Datenprozesse implementieren | Datenprozess etablieren,"Verwendung von IKT-Werkzeugen, um mathematische, algorithmische oder andere Datenmanipulationsprozesse anzuwenden, um Informationen zu erstellen.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"Verwaltung, Sammlung und Speicherung digitaler Daten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,IKT-Netzwerk-Sicherheitsrisiken,released,knowledge,sector-specific,,"Risikofaktoren für die Sicherheit wie Hardware- und Softwarekomponenten, Geräte, Schnittstellen und Strategien in IKT-Netzen sowie Risikobewertungstechniken, die zur Bewertung der Schwere und der Folgen von Sicherheitsbedrohungen herangezogen werden können, und Notfallpläne für jeden Sicherheitsrisikofaktor.",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e1888d8-97f7-4c91-8874-e2ef0e47f94f,digitale Dateien erstellen,released,skill/competence,sector-specific,,Erstellen digitaler Dateien im Computersystem nach der Qualitätskontrolle gedruckter oder eingescannter Unterlagen im Hinblick auf Funktionsstörungen.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,"Verwaltung, Sammlung und Speicherung digitaler Daten | digitale Dokumente verwalten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eae92cf-5f21-43e7-aa41-ab65b00c1b92,Totalisator bedienen,released,skill/competence,occupation-specific,,"Bedienen eines Totalisators, entweder manuell oder mithilfe von Software wie Autotote.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,Bedienen von Kommunikationsausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ef6bebc-2133-47df-b26a-f38f51b0f867,Computergeschichte,released,knowledge,sector-specific,,Die Geschichte der Computerentwicklung in einer digitalisierten Gesellschaft.,http://data.europa.eu/esco/isced-f/0222 | http://data.europa.eu/esco/skill/2b22f3b1-5de4-43f9-b6d1-b20f65871268,Geschichte und Archäologie | Geschichtswissenschaft
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,released,knowledge,sector-specific,,Bei dem Tool Octopus Deploy handelt es sich um ein Softwareprogramm zur Automatisierung der Bereitstellung von ASP.NET-Anwendungen auf lokalen Servern oder Cloud-Servern.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,Entwicklung und Analyse von Software und Anwendungen | Werkzeuge für das Software-Konfigurationsmanagement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,Bewässerungskontrollanlagen instand halten,released,skill/competence,sector-specific,,"Wartung und Programmierung verschiedener Typen von Bewässerungskontrollanlagen, einschließlich mechanischer, Solarbatterie-, digitaler und computergesteuerter Systeme.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"Bewässerungssysteme warten | Instandhaltung von elektrischen, elektronischen und Präzisionsgeräten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f6e5619-2478-475f-a414-ec05c2b72795,Hafenkommunikationsanlagen bedienen,released,skill/competence,sector-specific,,"Bedienen von Telefon- und Funksystemen und komplexeren Kommunikationssystemen, die in Binnenhäfen bei der Koordinierung des Hafenbetriebs verwendet werden.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235 | http://data.europa.eu/esco/skill/e58a3832-4e13-458e-8efd-bfa251eed702 | http://data.europa.eu/esco/skill/94f5e909-48c5-4782-9005-84d793dd01ba,Bedienen von Kommunikationsausrüstungen | Fernkommunikation koordinieren | betriebliche Kommunikation aufrechterhalten | Hafenbetrieb leiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f954283-4642-409a-8e9b-d6ae0a11b358,meteorologische Instrumente zur Vorhersage meteorologischer Bedingungen nutzen,released,skill/competence,sector-specific,,"Nutzung meteorologischer Daten und Werkzeuge, wie Wetterfaxgeräten, Wetterdiagrammen und Computerterminals, zur Vorhersage von Wetterverhältnissen.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,Überwachung von Umweltbedingungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,released,knowledge,sector-specific,,"Techniken und Grundsätze der Softwareentwicklung wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in OpenEdge Advanced Business Language.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,Computerprogrammierung | Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3093881b-74f6-48e1-820e-50831b0d0775,Videotelemetrie verwenden,released,skill/competence,sector-specific,,"Aufzeichnen von Hirnwellen über mehrere Tage und Kombination mit Videobildern aus einer Kamera, um zu entscheiden, ob Epilepsiechirurgie durchführbar ist.",http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9,Stellen medizinischer Diagnosen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30d926ba-1615-417c-a799-e24a3ea239b9,Zwei-Wege-Funksysteme bedienen,released,skill/competence,sector-specific,,"Nutzen von Funkgeräten, die akustische Signale empfangen und übertragen können, um mit ähnlichen Funkgeräten auf derselben Frequenz zu kommunizieren, wie etwa Mobiltelefonen und Walkie-Talkies.",http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe | http://data.europa.eu/esco/skill/3007c147-5c93-47a8-be0a-378a040c9fa9 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,Funkgeräte bedienen | Funknavigationsinstrumente bedienen | Bedienen von Kommunikationsausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3140d979-2d6a-4c10-add9-f7091103829f,Konzept eines digitalen Spiels entwickeln,released,skill/competence,occupation-specific,,"Entwicklung und Kommunikation aller Aspekte der gesamten Spielvision. Kommunikation und Zusammenarbeit mit dem technischen Team, dem künstlerischen Team und dem Designteam, um die Spielvision umzusetzen.",http://data.europa.eu/esco/skill/f08e2bd6-0366-4948-a670-1f03f130126f | http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41 | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,neue Konzepte erstellen | kreativ denken | Künstlerische Gestaltung oder Darbietungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/31587950-8b69-4a15-91c2-74dae22d38a4,Installation von Audiosystemen unterstützen,released,skill/competence,sector-specific,,Unterstützung der Installationsarbeiten des Teams vor Ort. Fehlersuche und Fehlerbehebung bei Audiosystemen.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40 | http://data.europa.eu/esco/skill/5ae6743f-8241-49f8-b447-0df43756cb1c,"Installation und Reparatur von elektrischen, elektronischen und Präzisionsgeräten | Fehlersuche betreiben | Audiosystem-Programme koordinieren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/31d35d3d-2bf2-49aa-9c20-92566ef80277,IKT-Systeme nutzen,released,skill/competence,cross-sector,,"Auswahl und Nutzung von IKT-Systemen für eine Vielzahl komplexer Aufgaben, um unterschiedlichen Bedürfnissen gerecht zu werden.",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,Zugreifen auf und Analyse von digitalen Daten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/31f53419-4bce-4b10-986a-70a9c7ac41a3,Mikromobilitätsgeräte,released,knowledge,sector-specific,,"Die verschiedenen Arten von kleinen, leichten Fahrzeugen für den Privatgebrauch, z. B. Leihfahrräder, Leih-E-Fahrräder, Leih-E-Roller und Leih-E-Skateboards.
   ",http://data.europa.eu/esco/isced-f/1041,Dienstleistungen im Bereich Verkehr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3233330f-bb93-47ea-93b4-ed903d05d9f1,Multimedia-Geräte aufstellen,released,skill/competence,occupation-specific,,Aufbau und Testen der Multimedia-Systeme und der damit verbundenen Systeme und Technologien gemäß ihren Spezifikationen.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,Bedienen von audiovisuellen Geräten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,Beschaffung von IKT-Netzwerkausrüstung,released,knowledge,sector-specific,Beschaffung von IKT-Netzwerk-Ausrüstung | Beschaffungswesen für IKT-Netzwerkausrüstung | Netzwerkausstatter | Netzwerkausrüster | Beschaffen von IKT-Netzwerkausrüstung | Beschaffung von IKT-Netzwerkausstattung | Beschaffung von IT-Netzwerkausrüstung,Die von Anbietern von Netzwerkausrüstung zur Verfügung stehenden Produkte und die Verfahren für die Auswahl und Beschaffung der Ausrüstung.,http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a2c63d-2d13-4784-abb8-678ef2cd8a46,maschinelle Übersetzung,released,knowledge,sector-specific,Maschinenübersetzung,"Bereich der Informatik, der den Einsatz von Software für die Übersetzung von Texten oder gesprochener Sprache von einer Sprache in eine andere erforscht.",http://data.europa.eu/esco/isced-f/0613,Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3325729c-96db-4217-a9ca-4564cc1f909b,polygonale Modellierung verwenden,released,skill/competence,occupation-specific,,"Darstellung von 3D-Modellen durch den Einsatz von mit Kanten verbundenen Punkten, um ein Polygonnetz auf Oberflächen zu erstellen.",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,Nutzung computergestützter Tools zum Konstruieren und Zeichnen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33841903-78d8-4273-950d-755248290c2d,Erkundung von Bodensystemen durchführen,released,skill/competence,occupation-specific,,"Erkundung von Bodensystemen und Geräten; Forschung in den Bereichen Verschlüsselung, Vernetzung und Massenspeicherung.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,Durchführung von wissenschaftlicher Forschung oder Marktforschung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,persönliche Daten und Privatsphäre schützen,released,skill/competence,cross-sector,,"Schutz persönlicher Daten und der Privatsphäre in digitalen Umgebungen. Verstehen der Nutzung und Verbreitung personenbezogener Daten sowie die Fähigkeit, sich selbst und andere vor Schäden zu schützen. Verständnis dafür, dass digitale Dienste „Datenschutzbestimmungen“ verwenden, um darüber zu informieren, wie personenbezogene Daten verwendet werden.",http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/2b6e15f5-dfa0-4e7c-9687-5665b07e56a4,IKT-Sicherheit | Schutz von Privatsphäre und personenbezogenen Daten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33b55d3a-81f5-45cb-af40-06cd54db78e1,elektronische Dateien erstellen,released,skill/competence,sector-specific,,Laden elektronischer Dateien von Kunden auf den Prepress-Dateiserver sowie Prüfung auf Vollständigkeit und mögliche Probleme. Kommunikation etwaiger Probleme mit Kunden und Produktionsmitarbeitern.,http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e | http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,digitale Dokumente verwalten | Eingeben und Verarbeiten von Informationen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33d49d4f-31ec-473f-9b8a-b555aa5116bb,iterative Entwicklung,released,knowledge,sector-specific,,Beim iterativen Entwicklungsmodell handelt es sich um eine Methodik für das Design von Softwaresystemen und Anwendungen.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,Entwicklung und Analyse von Software und Anwendungen | IKT-Projektmanagement-Methoden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93,Digitales Identitätsmanagement,released,knowledge,sector-specific,,"Prozess der Bereitstellung, Verwaltung, Prüfung und Sicherung digitaler Identitäten zur Erleichterung und Freigabe genehmigter authentischer Anfragen oder Verbindungen zum Zugriff auf Unternehmensdaten, -dienste, -systeme, -netzwerke und -anlagen.
	",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3413584b-a4e9-4f8d-b836-c9bfee0ed80b,Daten aus Eisenbahnleitstellen verarbeiten,released,skill/competence,sector-specific,,"Auswerten der Daten, die in Eisenbahnleitstellen erzeugt werden. Nutzen der gesammelten Informationen, um Fehler an der mechanischen Ausrüstung zu erkennen, Änderungen des Zeitplans einzuplanen sowie Verspätungen und Vorfälle zu erkennen, die auftreten können. Bereitstellen von Lösungen bei Vorfällen und Abmildern der Auswirkungen auf den Betrieb.
	",http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909 | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,"Bewertung von Systemen, Programmen, Ausrüstungen und Produkten | qualitative Informationen verarbeiten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,visuelle Darstellungstechniken,released,knowledge,sector-specific,Visualisierungsinterface | Informationsvisualisierung | Techniken zur visuellen Darstellung | visuelle Darstellungsverfahren | InfoVis | Visualisierungsschnittstelle | visuelle Darstellungstechnik,"Techniken der visuellen Darstellung und Interaktion, wie z. B. Histogramme, Streudiagramme, Oberflächendiagramme, Kacheldiagramme und parallele Koordinaten, die zur Darstellung abstrakter numerischer und nicht numerischer Daten verwendet werden können, um das menschliche Verständnis dieser Informationen zu verbessern.",http://data.europa.eu/esco/isced-f/0211,Audiovisuelle Techniken und Medienproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34928d4f-16e2-46a7-937a-c46838f550eb,Pay-per-Click,released,knowledge,occupation-specific,Klickvergütung,"Internet-Werbemodell, bei dem eine Werbeanzeige auf einer Website platziert ist, die den Verkehr auf eine andere Website lenkt. Der Herausgeber erhält eine Zahlung bei jedem Mausklick auf das Werbebanner.",http://data.europa.eu/esco/isced-f/0414,Marketing und Werbung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3497ebe1-d417-4105-a68f-f7bbcac7ee5f,IKT-Hardwarespezifikationen,released,knowledge,cross-sector,,"Merkmale, Verwendung und Betrieb verschiedener Hardwareprodukte wie Drucker, Bildschirme und Laptops.",http://data.europa.eu/esco/isced-f/0611,Computernutzung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34982b79-842f-4835-8598-d27793731d26,Anfragen von Bibliotheksbenutzern bearbeiten,released,skill/competence,occupation-specific,Anfragen von Büchereibenutzern bearbeiten,"Durchsuchen von Bibliotheksdatenbanken und Standard-Referenzmaterialien, einschließlich Online-Quellen, um die Benutzer bei Fragen zu unterstützen.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77 | http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2,Informationsmanagement | Internetrecherchen durchführen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34bc01ed-dd78-49c7-bcfb-c17bb66688b5,Leistungselektronik testen,released,skill/competence,occupation-specific,,"Testen von Leistungselektronik mithilfe geeigneter Geräte. Sammeln und Analysieren von Daten über Systeme und Komponenten, z. B. analoge und digitale Schaltkreistoleranz, Leistungsverluste und Gesamtwirkungsgrad, wenn Strom durch Schaltkreise fließt. Die Systemleistung überwachen und bewerten und erforderlichenfalls Maßnahmen ergreifen.
	",http://data.europa.eu/esco/skill/465ff64a-1271-4064-8ed1-e969cb68d8b4 | http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,Testlauf durchführen | Testen von elektrischen und mechanischen Systemen oder Ausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3501ac95-4574-4420-92b7-67331e649462,drahtlose Mehrfrequenzsignalverteilung verwalten,released,skill/competence,occupation-specific,,"Verwalten der Einrichtung drahtloser Ausrüstung für die Verteilung von drahtlosen Steuersignalen für Bühnen- und Veranstaltungsanwendungen. Entwicklung von Frequenzplänen, Konfiguration, Prüfung und Überwachung von Ausrüstung und Messung des Frequenzspektrums. Sicherstellen, dass es keine Interferenzen zwischen den verschiedenen Frequenzen und Kanälen gibt, und dass die Sicherheit dieser Geräte dem Industriestandard entspricht.
	",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,Bedienen von audiovisuellen Geräten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/359b5031-74da-418f-bd97-6f4e66eb9851,auf großen Druckmaschinen drucken,released,knowledge,sector-specific,,"Methoden, Verfahren und Einschränkungen im Zusammenhang mit dem Druck auf Maschinen, die große Mengen und Größen von grafischen Druckmaterialien erzeugen.",http://data.europa.eu/esco/isced-f/0211,Audiovisuelle Techniken und Medienproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36500a31-3204-45b2-bf75-5cfe06d9cea2,Thermomanagement einsetzen,released,skill/competence,sector-specific,,"Bereitstellung von Thermomanagementlösungen für die Produktgestaltung, die Systementwicklung und elektronische Geräte zum Schutz von Hochleistungssystemen und Anwendungen in anspruchsvollen Umgebungen. Zusammenarbeit mit Kunden oder anderen Ingenieuren.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,Schützen von IKT-Geräten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/367c240d-5f34-423a-86b1-866ad27206ea,analoge Dokumente in ein digitales Format konvertieren,released,skill/competence,cross-sector,Dokumente digitalisieren | Dokumente scannen | analoge Dokumente in ein digitales Format umwandeln | Dokumente von einem analogen in ein digitales Format konvertieren,Laden analoger Dokumente durch Umwandlung in ein digitales Format unter Verwendung spezieller Hard- und Software.,http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,"qualitative Informationen verarbeiten | Verwaltung, Sammlung und Speicherung digitaler Daten | digitale Dokumente verwalten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3703eac1-8941-4d14-b305-b03f653b08c8,neuen Online-Inhalt erstellen,released,skill/competence,sector-specific,,"Erstellen und Hochladen von neuem Online-Inhalt, z. B. für Websites, Blogs und soziale Medien.",http://data.europa.eu/esco/skill/96a67da1-881f-4d09-927e-ac75fcff4d93 | http://data.europa.eu/esco/skill/d1815c8a-7755-4fe3-bacf-68bb0b6a0b55,Inhalte zusammenstellen | Entwicklung von Schulungs- oder Werbematerialien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/377861af-f966-4c87-a2db-7e99904312b9,geografische Informationssysteme,released,knowledge,sector-specific,,"Instrumente für die geografische Kartierung und Positionierung, wie GPS (globale Ortungssysteme), GIS (geografische Informationssysteme) und RS (Fernerkundung).",http://data.europa.eu/esco/isced-f/0532,Geowissenschaften
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/378caeec-10a0-4162-b75c-ab374a42e93d,elektronisches Beschaffungswesen,released,knowledge,sector-specific,,Funktionsweise und Methoden für die Verwaltung des elektronischen Einkaufs.,http://data.europa.eu/esco/isced-f/0416,Groß- und Einzelhandel
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37a438f3-e28c-4e32-83c5-299f047c1dc9,Werkzeuge für die Inhaltsentwicklung anwenden,released,skill/competence,cross-sector,,"Nutzung spezieller Werkzeuge zur Inhaltsentwicklung, z. B. von Inhalts- und Terminologieverwaltungssystemen, Translation-Memory-Systemen, Sprachprüfungstools und Editoren, um Inhalte nach bestimmten Normen zu erzeugen, zusammenzustellen und umzuwandeln.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,Nutzung digitaler Tools für Zusammenarbeit und Produktivität
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,statistische Analysetechniken anwenden,released,skill/competence,cross-sector,statistische Analysetechnik anwenden | statistische Analyse-Techniken anwenden | statistische Analyseverfahren anwenden | Verfahren der statistischen Analyse anwenden | numerische Analysen auf Daten anwenden | Techniken der statistischen Analyse anwenden,"Nutzung von Modellen (deskriptive oder Inferenzstatistiken) und Techniken (Data Mining oder maschinelles Lernen) für statistische Analysen und IKT-Werkzeuge zur Analyse von Daten, Feststellung von Korrelationen und Prognose von Trends.",http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af | http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186,Analyse und Auswertung von Informationen und Daten | Berechnungen durchführen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38716afc-a93b-44ab-96cc-2ecf67edcf32,Cloud-Refactoring durchführen,released,skill/competence,sector-specific,,"Optimierung der Anwendung zur bestmöglichen Nutzung von Cloud-Diensten und -Funktionen, Migration des vorhandenen Anwendungscodes zur Ausführung in der Cloud-Infrastruktur.
	",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,IKT-Systemwechsel leiten | Programmierung von Computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38da3c60-4b7c-4698-9256-574e4ee4e93b,Wissensbasis,released,knowledge,cross-sector,,"Online-Bibliothek, die Informationen über ein Produkt oder eine Dienstleistung enthält, um Kundinnen und Kunden zu helfen, Antworten auf ihre Fragen zu finden.
	",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,Digitale Systeme,released,knowledge,cross-sector,,"Systeme zur Speicherung, Verarbeitung und Verbreitung von Informationen in digitaler Form. Dabei handelt es sich um Hardware, Software und Netzwerke sowie um die Art und Weise, wie diese eingesetzt werden können.
	",http://data.europa.eu/esco/isced-f/0688,Interdisziplinäre Bildungsprogramme und Qualifikationen mit Bezug zu Informations- und Kommunikationstechnologien (IKT)
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/398b4b25-fb61-4003-9293-50914d8bfcba,einen Medienserver betreiben,released,skill/competence,cross-sector,,Einrichtung und Betrieb eines Medienservers.,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,Einrichten von Computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084,Die Auswirkungen der Blockchain-Technologie erläutern,released,skill/competence,sector-specific,,"Erläutern der Folgen, Auswirkungen und Implikationen des Einsatzes der Blockchain-Technologie auf die von ihr gesteuerten Geschäftsprozesse sowie in größerem Maßstab, auch unter Berücksichtigung sozialer und ökologischer Aspekte.
	",http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed,Informationskompetenzen
